Churn_,Day_Mins,CustServ_Calls,VMail_Message,Eve_Mins,Intl_Mins
False,244.8,2,0,60.8,10.7
True,120.8,4,0,169.8,11.9
False,165.3,2,0,210,8.5
False,126.7,2,0,155.5,14.4
False,215.9,0,35,200.6,15.5
False,140.1,1,0,209.6,8
False,209.9,1,32,249.8,8.7
False,139.8,0,29,138.2,5.5
True,321.6,2,0,251.6,11.3
False,214.2,0,0,196.8,5.9
True,260,1,0,210.5,9
False,213,0,0,188.8,13.5
False,118.1,1,24,109.6,16.9
False,190.2,6,0,166.4,15
False,82.2,0,25,163.3,5.1
False,163.8,0,32,177.8,8.1
True,267.8,5,0,316.4,14.4
False,159.8,2,0,120.4,10.6
False,214.3,1,24,289.8,10.6
True,287.3,0,0,288,10.5
False,101.2,2,0,141.6,7.5
False,102.8,2,0,281.7,13.2
False,109.1,0,0,115.7,8.3
False,215.9,1,0,217,5.2
False,203.4,1,0,128.7,11
False,110.1,1,0,169,9.2
False,111,1,0,219.8,4.4
False,135.4,1,0,205.9,7.9
False,84.2,1,0,80.8,10.8
False,209.1,0,0,106.1,14
False,130.1,0,24,196,11.4
False,175.8,2,24,155,7.8
False,241.9,1,0,145.2,6.6
False,136.7,0,0,228.6,9.8
False,67.7,1,0,195.7,12
False,200.4,1,0,309.2,10
True,125.8,1,0,207.7,14.1
False,128.2,1,0,133.2,11.2
False,226.3,4,0,223,13
False,162.3,0,37,233.9,9.2
False,224.4,2,0,147.9,6.7
False,120.5,1,0,189.7,14.3
False,91.1,2,0,179.3,11.9
False,168.8,0,0,241.4,15.5
False,153.5,2,0,287.3,6.5
False,226.2,0,0,140.3,6.4
False,191.9,1,0,206.9,12.6
True,167.9,4,28,190.7,9.2
False,180,2,0,145,11.5
True,257.4,2,0,261.1,13.4
False,174.4,1,28,169.9,11
False,159.7,1,0,155.4,8.4
False,237.2,1,0,222.6,11
False,153.8,4,0,234,11.6
False,205.1,3,0,160.5,10.7
False,175.7,2,39,187.2,8.6
False,155.9,2,0,224.2,8.6
False,154.4,0,34,221.4,10.3
False,209.7,2,23,183.6,7.1
False,150,0,0,285.9,9.4
False,232.4,3,23,186,12.3
False,165.4,2,0,115.7,12.8
False,199.2,3,0,187.3,13.3
False,217.6,0,0,320.5,4.2
False,212.1,3,0,150.1,7.7
False,193.8,1,31,202.6,13.3
False,175.4,0,0,248.1,12.2
True,152,2,22,258.8,15.7
False,230.2,0,0,186.7,9.2
True,174.9,1,33,248.2,13.5
False,190.2,0,0,262.2,8.8
False,160.9,3,0,251.2,5
False,228.7,1,0,163,11.8
False,144,0,0,181.6,12.3
False,135.9,6,31,271,9.5
True,334.3,0,0,192.1,10.4
True,134.2,4,21,162.5,11.8
True,278,4,0,266.4,13.1
False,105.4,0,0,214.8,7.8
False,188.9,3,0,203.9,11.6
False,111.8,1,24,239.6,6.9
False,159.1,1,33,149.8,13
False,212.4,1,0,224.6,9
False,142.3,1,0,306.3,9.9
True,346.8,1,0,249.5,13.3
False,113.9,1,15,145.3,11.8
True,267.9,1,27,263.3,8.3
False,171.4,3,0,115.2,17
False,275.4,1,0,187.5,13.6
False,197.2,0,31,249.9,3.9
False,192.6,2,35,135.2,7.9
False,91.7,1,26,150.6,7.7
False,126.3,0,0,141.6,9.6
False,251.5,3,33,234.1,10.4
False,190.6,1,0,152.3,7.5
False,116.1,0,0,201.8,11.6
False,217.3,2,0,216.1,11.3
False,179.4,0,0,232.5,14.7
False,207.7,0,0,164.8,7.9
True,277.3,2,0,228.4,12.8
False,138.1,2,32,167.3,6.8
False,169.3,0,38,225.9,8.2
False,201.3,1,27,143.8,12.3
False,216.7,2,0,116.5,9.8
False,190.4,2,0,317.5,8.3
False,143.3,1,0,195.5,6
False,97.4,2,42,203.6,11.4
False,143.4,2,0,289.4,9.7
False,104.9,2,0,198.5,8
False,156.2,1,0,193,13.1
False,114.8,0,0,81.9,12
False,232.5,0,0,205.5,11.9
False,176.7,2,0,244.1,9.1
True,263.4,1,0,230.3,11.4
False,146.4,1,0,148.5,11.3
False,167.8,1,0,167.7,8.4
False,166.9,0,0,154.9,7.2
False,142.5,2,0,195.7,7.8
False,133,1,0,262.8,11.2
False,252.9,1,11,284.3,12.3
True,194.2,1,0,249.4,12.9
False,222.8,1,0,215.9,0
False,201.8,0,0,231.5,16.5
True,216,2,42,232.3,9.3
False,146.3,1,0,171.8,5.3
False,234.8,1,0,140.9,9.5
False,198.6,2,0,213.9,10.6
False,94.4,2,0,215.1,13.1
False,190.4,2,0,215.6,10
False,142.6,3,32,208.2,12
False,134.2,0,0,165,10.7
True,111.9,5,0,114,14.1
False,122.8,2,0,211.3,10.7
False,189.3,4,0,220.9,9.2
False,240.4,0,38,201.8,16.1
False,93.5,0,24,183.4,9.9
False,158.6,3,0,211.2,10.2
False,243.2,4,0,147,7.2
False,176.4,4,0,158.8,9.3
False,220.9,0,0,242.2,6.4
False,144.4,0,0,266.5,7.1
False,212.3,0,0,228.4,7.7
False,147,1,0,165.7,8.4
False,96.2,2,25,178.9,12.9
False,263.4,0,0,179.1,10.3
False,12.5,1,0,256.6,7.7
False,162.3,2,0,192.4,10.1
False,183.6,1,0,58.6,8.7
False,178.1,1,0,146.5,8.5
False,201.4,0,0,97.6,7
False,123,1,38,133.9,13.3
False,208,0,0,198.9,8.6
False,239.2,1,0,188.5,8.8
False,193,1,0,89.8,15.3
False,174.5,1,31,245.6,10.3
False,116.7,1,26,145.9,9.9
False,93.8,1,0,150,10.7
False,239.5,0,29,203.8,9.9
False,216,0,25,224.1,11.8
False,187.4,1,0,177.8,12.2
False,167.4,0,0,233.2,10.3
False,160.4,1,0,218.1,12.5
False,143.2,1,0,209.1,11.9
False,143.2,1,0,169.8,7.6
False,232.8,2,0,175.2,12.5
False,162,0,0,247.5,8.9
False,25.9,1,27,206.5,6.5
True,154.2,4,0,112.3,15.4
True,322.3,0,0,222,6.7
False,209.9,1,0,221.3,8.2
False,191.5,0,0,175.2,0
False,291.1,1,19,226.7,7.5
False,215.6,3,0,216.2,11.8
False,208.8,3,0,213.7,12.4
False,255.9,3,0,204.1,12.3
False,252.7,2,0,221.1,12.4
False,132.1,3,0,247.5,6.9
False,217,1,0,207,8.2
False,101.9,0,42,223.1,12.9
False,211.5,2,0,184.6,13.3
False,153.4,0,0,198.5,10.4
False,166.3,2,0,239.3,10
False,185.2,1,0,170.4,9.5
False,104.6,2,0,149.5,6.5
False,274.4,1,0,198.6,6
False,98.4,1,0,249.6,14.2
False,187.2,1,0,195.6,5.1
False,276.2,3,0,165.8,2.2
False,200.4,1,35,272.8,8.3
False,162.3,2,0,244,9.1
True,176.9,4,0,102.8,10.5
False,165.5,0,0,205.5,12.2
False,217.8,4,0,189.7,10.4
True,201.4,2,28,246.5,12.9
False,190.5,3,0,179.6,10.1
False,140.4,0,0,187.1,7.9
False,101,0,0,155.6,13.3
False,206.3,1,0,292.8,10.6
False,165.1,1,15,267,10.9
True,165,1,0,202.6,12.5
False,155.9,3,0,256.1,11.7
False,199.2,1,0,214.7,11.8
False,155.3,3,0,188.2,12.3
False,157.1,1,0,162.6,12.1
True,154.4,5,0,168.3,11.7
True,189.1,1,0,246.1,10.4
False,131.5,2,24,230.2,10
False,166.4,1,0,243.2,9.9
False,87.7,2,19,223,7.3
False,184.1,0,19,194.5,16.9
False,174.5,2,31,224.2,12.3
False,103.3,2,0,138.5,9
False,35.1,1,0,180.8,12.7
False,246.6,1,25,141.4,13
True,148.1,5,0,164.9,12.3
False,206.2,1,0,256.4,9
False,251.6,2,33,197.6,12.2
True,270.3,1,26,215.2,14.4
False,156.6,1,34,224.2,11.3
False,139.4,1,0,223.7,13.6
False,220.2,2,0,188.4,11.7
False,214.1,1,39,169.2,10.1
False,196,1,0,213.4,7.9
True,106.4,6,0,240.1,5.3
False,179.4,0,29,275.4,10
False,216.7,2,0,144.3,10.8
False,177.3,0,0,152.8,5.1
False,151.6,1,0,219.4,4
False,262.2,0,32,165.2,10.6
False,173.6,3,0,91.7,9.7
False,106.6,2,0,147.4,9.6
False,217.2,0,24,138.7,11.3
False,209.5,1,0,172.8,8.8
False,95.4,1,0,207.2,5.6
False,214.6,1,26,205.2,8.1
False,168.4,1,0,217.1,11.8
False,146.4,1,0,176.6,7.8
False,183,1,0,206.7,11.1
False,103.3,0,0,245.9,6.4
False,112.2,0,28,154.8,10.6
False,170.7,3,0,179.1,8.2
False,194.3,1,30,243.2,7.1
False,187.8,2,32,129.8,12
False,307.1,0,26,289.4,8
False,118.2,3,0,167.2,12.2
False,154,1,0,205.9,12.9
False,155.5,1,0,213.4,7.6
False,125.6,1,0,213,5.4
False,199.3,0,0,224.2,15.2
False,157.9,1,0,180.8,12.8
False,203.4,2,0,167.7,9.2
False,222.2,1,0,218.5,10.9
False,92.8,1,39,271.2,5.8
False,216.8,0,32,102.2,8.6
False,193.2,4,0,194.4,9.7
False,113.2,3,0,189.3,14.1
False,166.2,3,36,238.8,11.2
False,262.2,1,23,157,7.3
False,245.4,1,35,148.2,7.5
True,287.1,3,0,178.4,14.4
False,192.3,2,32,165.3,9
False,194.2,2,0,242.1,9.7
False,141.9,0,12,228.9,8.7
False,220.5,2,26,239.5,5.9
False,157.4,1,0,145,9.3
False,143.5,0,28,223.5,11.2
False,156,0,0,56,8.9
False,160.1,2,0,208.4,9.2
True,235.1,4,0,251.8,7.2
True,160,5,15,209.5,8.7
False,188.4,1,0,165.9,13.2
False,221.2,4,0,213.6,11.9
False,118.5,2,26,213.9,13.4
False,231.8,1,33,232.9,7.6
False,215.9,1,25,257.9,11.6
False,217.1,2,35,220.8,8
False,83.5,0,0,221.1,12.6
False,183.3,1,39,205.1,5.1
True,236.8,1,0,265.3,9.5
False,134,0,25,206,9.7
False,176.6,2,25,172.7,11.3
False,191.4,3,0,205.4,10.2
False,174.8,0,35,219.6,12.8
False,275.2,1,0,180.2,7.9
False,174,1,0,241.1,7.9
False,165,1,0,249.7,12.6
False,107.9,2,0,235.8,9.5
False,221.3,1,0,157.8,11.3
False,141.1,3,0,211.4,5.9
False,166.4,4,31,238.3,10.7
False,249.6,3,28,227.2,7.6
False,178.6,1,0,213.1,10.9
False,139,2,0,224.9,15.7
False,134.3,2,0,202.3,12.6
False,215.9,3,0,240.1,4.9
False,181.6,1,31,213.2,11.4
False,178.4,1,0,168.3,9.3
False,106.4,1,0,140.2,11.4
False,184.5,0,33,183.2,12.3
False,161.2,1,37,204.2,8.9
False,84.9,2,0,257.5,7.5
True,270.9,0,0,226.2,8.8
True,243,0,0,183.9,15.3
False,126.3,2,0,168.8,9.8
False,159,0,0,255.1,10.1
False,150.9,3,0,161.8,11.7
False,219.9,3,24,208.5,8.1
False,168,2,0,192.4,10.1
True,162.1,4,34,171.8,9.6
False,198.8,5,0,195.5,16.5
False,256.8,3,0,230.1,9.1
False,182.8,1,35,212.7,11
False,196.8,1,38,254.2,7.7
False,140.1,2,0,231.4,11.2
False,194.3,5,0,189.9,9
False,117.6,1,0,214,8.8
False,243.1,2,0,231.4,7.8
False,145.4,1,0,129.3,5.2
False,169.1,3,0,169.9,9.9
False,229.3,2,0,184.5,8.8
False,197.2,4,0,211.7,8.3
False,76.1,0,0,290.3,10.8
False,162.8,2,0,185,6
False,182.3,1,0,199.2,18
False,194.4,2,0,247.8,11.2
False,160.1,3,22,168.7,9.5
False,145,3,0,240.7,7.1
True,224.7,1,31,134.5,7.5
False,147,1,0,162.3,10.5
False,260.8,1,39,213.4,10.1
False,155.4,0,0,164.1,9
False,166.2,1,0,255.3,5.4
False,211.8,0,0,260.5,10.8
True,130.5,4,45,208.4,11
False,162.7,0,0,292,8.7
False,237.1,1,37,264.2,7.9
False,166.2,4,0,217.6,13.2
True,121.7,6,0,125.8,8.3
False,176.4,0,0,201,11.2
False,67.4,2,27,244,11.4
True,229.7,1,0,336,9.6
False,176,1,24,277.9,14.7
True,247.7,0,0,269.5,9.6
False,162.6,0,0,154,11.5
False,229.4,4,0,214.1,10.4
False,139.6,2,0,124.2,15
True,263.8,5,0,251.3,8.4
False,217.5,4,46,233.7,9
False,114.3,1,14,199.8,7.5
False,196.3,2,0,136.8,7.7
False,253.2,1,0,188,4.4
False,98,0,0,240.7,10.5
False,129.6,1,30,233,14.5
False,221.3,0,0,267.6,9.3
False,220.7,1,0,177.8,12.4
False,203.6,0,0,161.7,8.4
False,213.6,2,0,234.9,8.8
False,181.6,2,31,220.7,12.9
False,215.4,1,22,328.7,7.8
True,266.3,2,0,207.8,14
False,199.2,3,0,175.1,10.2
False,115,3,0,137.8,7.3
True,270.5,1,0,230,9.6
False,222.2,1,0,153.1,12.9
False,61.9,3,0,262.6,8.8
False,141.1,2,0,249.1,10.8
True,189.2,3,0,184.4,10.6
False,196,3,0,186,9.8
False,171.6,0,0,205,13.8
False,174,2,0,161.3,11.4
True,78.6,1,0,187.3,7.4
False,200.9,1,0,164.3,8.9
False,141.3,1,0,253.6,6.4
False,235.8,2,0,176,7.3
False,185.1,3,0,165.1,6.3
False,254.3,2,0,78.9,11.8
False,183,2,0,214.8,8.7
False,163.5,2,29,274.8,7.5
False,207.9,2,0,210.5,7.7
False,248.6,3,0,174.9,6.1
False,185.4,2,31,197.6,14.5
True,132.1,2,0,138.9,9.1
True,153.1,6,31,185.9,10
False,211.2,2,0,231.1,6.3
True,96.8,2,0,142.6,10.9
False,172,1,0,276.4,10.1
False,141.1,2,0,147.2,8
False,151.1,2,29,244.7,13.8
False,209.6,3,0,228.8,7.6
False,247,3,32,125.6,10.5
False,221.4,1,30,165.8,10.8
True,321.3,1,0,167.9,8
False,243.7,0,0,60,11.3
False,251.5,3,0,214.2,11.1
True,236.9,0,0,157.6,7.3
False,159.7,2,0,216.7,9.3
True,148.2,4,0,220.4,9.2
False,150.9,1,0,268.6,14.7
False,210.5,1,28,250.5,11.5
False,170.9,2,24,201.4,4.1
False,254.7,0,0,90.2,10.6
True,284.4,0,0,157,8.4
True,0,4,0,159.6,6.8
True,133.7,1,0,187.8,10.7
False,224.9,0,0,191.9,10.3
False,151.8,1,0,209.9,11.9
False,141.4,2,22,163,5.6
True,285.7,0,0,230.9,14.8
False,58.4,1,0,262.2,11.9
False,90.4,0,16,201.3,13.1
False,114.4,0,0,216.6,11
False,147.7,2,0,222.7,12.8
False,302.7,3,31,240.5,13.6
False,136.1,1,0,204.2,11.3
False,169.7,3,0,165.9,12.8
True,217.8,1,0,220.6,10.3
False,124.2,2,0,123.9,13.1
False,206.2,1,0,232.4,13.6
False,132.9,3,0,67,9.9
False,104.9,3,31,237.6,7.7
True,245,1,0,250.7,13.7
False,184.5,1,0,224,11.6
False,89.5,3,0,179.3,12.3
False,235.6,1,0,194.8,8.6
False,223.9,1,0,155.7,7.3
False,179.5,1,0,162.3,6.6
False,169.4,1,0,253.5,8.9
False,118.1,1,0,144.3,8.2
True,112,4,0,193.7,4.1
False,168.4,0,32,225.9,8.5
False,214.3,0,42,188.2,11.3
True,245.7,4,0,241.9,4.2
False,142.8,1,43,272.3,8.9
False,202.4,3,0,230.7,10.2
False,116.8,1,0,123.1,12
False,155.7,1,0,260.3,11
False,236.1,2,39,289.2,9.1
False,138.1,2,21,260.1,8.2
False,51.9,3,0,162,10.1
False,81.3,0,0,220.6,8.9
False,171.5,0,35,153.1,7.1
False,126,1,0,144.3,7.6
False,197.2,4,0,156,9.9
False,194.1,1,0,227.2,15.3
False,115.7,1,0,127.8,9.3
False,157.2,3,29,196.3,8.4
True,269.7,3,0,207.6,4.5
False,246.4,0,0,228.1,9.1
False,227.4,1,0,268.5,13
False,188.9,4,27,160.9,11.5
False,0,1,0,192.1,7.2
False,110.5,1,19,227.8,11
False,167.6,4,0,219.2,11.7
False,132,3,0,197.5,0
False,167.8,0,0,247.9,11.9
False,213.4,1,0,204.7,5.7
False,175.4,0,0,98.3,10.6
True,143.2,4,0,88.1,8.8
False,125.5,1,0,269.8,8.9
True,82.3,6,31,256.1,11.8
False,165.6,1,0,195.9,11.8
False,183.1,0,30,232.6,8.4
False,162.1,1,0,212.1,12.2
False,166.6,1,0,192.4,7.7
False,135.9,1,24,233.2,9.4
False,165.7,0,20,215.6,9.8
False,142.3,0,0,204.5,9.1
False,177.6,3,0,296.8,7.6
False,83.2,1,0,190.6,10.7
False,235,2,37,183.3,5.7
True,149.4,3,0,171.9,17.9
False,264.7,0,20,216.5,10.4
False,160.3,1,31,221.5,5.6
False,95.9,1,28,159.5,10.4
False,140.7,0,0,195.2,11.7
False,119.7,2,0,231.8,4.6
False,99.9,2,30,263.5,9.8
False,250.9,2,0,171.4,9.6
False,200.6,2,0,289.5,11.2
False,209.8,1,38,196.6,7
False,198,1,34,273.7,7.6
False,239.8,1,0,128.9,11.3
False,164.5,0,0,147.9,11.2
False,220.9,1,0,192.2,12.2
False,112.8,2,37,243.9,13.2
True,112.6,0,19,261.7,11.1
False,226.4,1,26,234.7,10.8
False,244.9,4,34,219.6,9.7
False,203.2,2,0,235.8,15.1
False,136.7,0,0,243.1,8.6
False,152.6,1,0,208.9,5
False,274.9,1,47,186.6,8.8
True,195.7,1,0,209.1,8.3
False,204.3,1,0,188.8,9.2
False,222.3,3,0,146.2,8.9
False,222.5,1,8,171.5,9.7
False,128.8,2,28,157.3,10.3
False,174.3,0,0,171.3,8.3
False,242.5,4,0,162.3,7.8
False,221.6,4,0,285.2,12.7
False,114.3,0,0,221.1,10.9
False,219.7,2,33,186.8,9.5
False,144.9,2,0,151.3,12.3
False,236.5,2,40,117,8.1
True,174,2,44,209.4,14.1
False,109.5,1,0,332.1,6.6
False,81.6,1,33,235.6,9.9
False,137.1,1,0,209.8,8.6
False,197,0,0,190.4,16.1
False,198.1,3,0,156.7,9.3
False,39.5,0,0,264.3,10
False,199.5,2,0,207.5,8.1
False,156.8,1,0,215.8,7.6
False,183.4,3,0,237.6,9
False,132.4,1,0,121.6,8.6
False,63.2,0,0,220.2,5.1
True,181.1,0,35,215.9,16.9
False,117.5,3,27,206.8,4.2
False,218.7,0,27,163.4,15
False,207.3,1,41,137.3,5.9
False,150.6,0,0,301.5,8.1
True,273.3,1,0,263.6,12
False,266.1,1,0,182,10.3
False,112.8,0,0,156.7,16.3
False,104.7,3,0,82.2,15.8
False,193.8,0,35,197.6,5.9
False,168.6,1,0,298,9.8
False,253.2,2,0,201,9.7
False,174.7,1,16,232.1,8.9
False,87,0,0,193.6,11
False,204.5,2,34,132.8,14.8
False,226.5,3,0,152.1,9.4
False,234.1,1,0,163.1,10
True,133.3,3,0,182.9,12.9
False,133.9,1,0,166.4,15.4
False,160.2,0,0,138.9,9.7
False,227.4,2,0,176,6.3
False,72.8,2,0,267.1,11.8
False,196.1,1,0,296.5,7
False,197.1,1,0,165.9,12.8
False,219.6,1,0,303.3,9.7
True,153.4,4,30,151.4,12.8
False,216,2,0,186.9,4.9
False,222.9,0,32,262,10.8
False,115.9,3,36,236.6,11.7
False,189.8,1,0,147.7,10.6
False,154.7,0,0,298,11.1
False,136.4,3,0,202.5,11.5
False,170.5,1,0,277.5,12.2
False,272.4,0,0,107.9,12.7
False,236.5,2,17,163.1,12.2
False,153.9,2,0,220.1,8.5
False,223,1,0,227,8.8
False,252.4,2,0,167.9,10.7
False,197.9,1,0,168.1,12
False,152.4,3,0,274.6,6.6
False,237.4,3,40,175.9,9.2
False,265.6,1,0,180.7,8.6
False,199.1,1,14,221.8,4.2
False,233.7,2,0,207.9,12
False,183.1,1,0,160.1,7
False,139.4,2,0,143.4,10
True,213.9,1,0,260.5,8.4
False,207.1,1,0,200.1,12.4
False,169.8,2,35,173.7,9.5
False,173.5,3,0,244.3,9.7
False,159.9,1,0,172.2,5.6
False,115.1,2,0,196.8,11.4
False,136.8,2,19,179.5,12.5
False,92.2,1,0,211.2,13.1
False,243.9,2,23,133,13.4
False,117.1,0,0,235.4,9
True,223.3,0,0,167.1,4.5
False,154.8,3,0,171.5,10.6
True,261.4,1,0,215.7,8
True,46.5,4,0,186,9.6
True,149.9,0,18,170.9,11.5
True,259.4,1,0,172.7,10.7
False,222.4,2,0,185.8,12
False,69.4,0,0,190.8,8.9
True,156.5,4,21,209.2,11.1
True,61.2,5,0,92.3,13.7
False,245.2,0,0,101.5,10.7
False,102.3,3,0,135.2,15.7
False,230.9,3,36,167.6,7.6
False,227.4,0,0,211.5,11.9
False,192.8,1,0,158,12.7
False,162.6,1,0,206.2,8.2
False,219.4,2,38,180.5,11
False,137.2,1,0,165.9,14.3
False,271.1,1,0,172,10.3
False,103.4,1,0,189.3,14.4
False,52.2,2,0,220.1,11.4
True,165.4,0,0,273.7,8.7
False,147.5,2,0,191.7,16.4
False,217.8,0,0,214.7,11.3
False,235.7,1,0,136.9,13.3
False,204.5,2,22,139.6,8.6
False,178.4,0,0,247,9.6
False,130.1,2,32,247.2,13.5
False,103.7,2,34,236.3,14.8
False,239.9,2,0,177.1,5.9
False,148.4,0,0,267.1,8.9
False,148.6,2,0,210.8,10
False,191.1,0,0,129.2,12.9
False,218.5,1,39,112.7,7.3
False,97.5,1,0,195.8,0
False,128.7,0,0,117.6,10.8
False,236.6,2,38,197.5,9.5
False,85.9,0,0,226.7,15.6
False,141.2,1,27,167.7,11.4
False,194.4,0,31,176,11.5
False,167.6,2,0,154.5,17.3
False,234.5,1,0,164.2,6.1
False,154.2,1,0,196.7,10.1
False,216.4,1,40,249.7,12.7
False,161.9,1,35,151.2,8.5
False,118.7,3,0,205.1,10.4
False,179.1,1,0,196.6,10.2
False,147.9,2,0,209.3,8.8
False,209.2,2,38,116.6,16.5
False,244.3,0,29,322.3,10.6
False,175.3,1,34,262.3,5.6
False,150.5,1,0,120.3,9
False,197.4,0,25,295.7,13.2
True,236.9,2,0,197.7,11.4
False,82.3,1,0,167.2,7.2
False,216,1,0,153.7,12.7
False,180,1,0,198.8,12.4
False,143.7,1,0,173.1,5.8
False,198.2,1,39,280.4,11.3
False,185.6,2,29,219.7,11.1
False,137.6,3,0,162,5.8
True,273.9,1,0,278.6,10.9
False,125.3,3,31,141.2,6.3
False,178.8,3,0,167.9,8.6
False,214.9,0,49,198.2,8.2
False,163,2,0,203.9,15.1
False,163.8,2,29,134.9,8.8
False,189.5,1,0,204.9,13.4
True,242.3,0,0,350.9,11.3
False,254.1,3,44,180.2,8.7
False,112,2,33,208,11.3
False,115.5,3,0,267.3,13.3
False,137.1,1,0,210.8,11.1
False,219.6,2,25,210.4,13.8
False,160.4,4,0,293.9,12.6
False,160.1,2,0,256.7,7
False,194.6,3,0,232.8,3.8
True,236.4,1,0,287.3,13.8
False,157.1,2,0,213.1,7.6
False,179.8,0,0,173.2,10.9
False,148.2,0,0,161.8,11
False,183.2,1,39,209.4,11.9
True,119.2,4,0,168.3,12.2
False,224,0,35,192,9.6
False,184.8,1,0,248.6,9.6
False,176.3,1,0,201,11.3
False,241.7,2,0,168.5,11.1
False,224.7,0,38,294,9.8
False,207.3,1,0,198.4,8.6
False,196.8,2,0,168,12.7
False,110.9,1,0,115.6,15.8
False,122.5,2,0,273.3,8
False,226.9,2,0,201.6,13.2
False,170.5,0,0,193.2,11.2
False,204.8,0,0,161,9.5
False,165.9,2,0,235.9,12
True,154,4,0,198.9,9.5
False,158.1,1,29,322.2,8.9
False,225.2,2,0,215.1,9.1
True,159.4,6,0,179.5,9.7
False,172.7,2,0,139.1,11.7
False,222.8,3,0,175.8,11
False,214.1,1,0,240.5,10.1
False,54.8,1,0,173,7.5
False,134,3,0,174.5,7.3
False,184.8,1,0,175.1,10.5
True,291.8,0,0,214.3,9.9
False,222.7,1,0,105.8,13.5
False,174.5,0,0,236.8,8.5
False,68.4,0,0,193.3,10.4
False,273,1,31,215.5,9.6
True,225.3,1,0,108.2,17.3
False,283.2,1,23,162.6,7.2
True,131.4,1,0,219.7,11.1
False,89.7,1,12,138.6,10.7
False,127.1,3,0,247.7,5
False,105.9,1,28,231.7,10.7
False,142.3,2,0,158,6
False,191.3,2,0,138.5,6.4
False,201.9,0,36,156.3,13.7
False,242.2,1,38,159.7,8.9
True,127.3,5,0,222.3,13.7
False,162,1,0,241.2,10.9
False,179.1,2,33,238.3,10.6
False,197.4,3,31,123.4,12.3
False,148.2,2,0,308.7,6.4
False,193.1,0,0,172.1,10.2
False,171.7,1,0,174.8,7.8
False,198.5,1,35,270.6,8.1
False,121.7,1,24,184,12.7
False,130.2,2,0,278,14
False,203.4,2,0,168.6,13.7
False,174.7,5,0,280.8,10.5
True,241,1,0,231.8,9.9
False,141.7,0,0,221,10.2
False,134.8,2,0,167.2,7.7
False,163.1,1,0,249.4,9
False,145.5,1,0,228.4,8.9
True,329.8,0,0,208.3,10.6
False,194.5,2,0,186.3,12.7
False,131.9,1,0,272.7,7.1
False,150,1,29,159.4,8.5
False,196.6,2,30,241.4,12.9
False,99.7,2,0,145.1,14.1
False,143.6,3,0,141.8,10.8
False,231.9,2,40,211.8,12.3
False,37.8,3,0,155.3,14.2
False,72.8,3,0,186.4,10.5
False,94.8,1,39,219.1,11.4
False,221.8,1,15,210.6,12.4
True,269,2,0,233.7,7.3
True,268.3,1,0,185.5,6.3
False,198.7,1,27,249,12.5
True,115.5,7,0,218.1,11.5
False,202.1,2,0,195.7,13.3
False,215.6,1,0,200.6,12.4
False,169.9,1,0,209.4,11.5
False,201.7,0,0,169.4,6
False,221.1,4,0,160.2,8.4
False,218.7,2,32,115,9.4
True,293.7,2,0,272.5,11
True,120.3,4,0,240.4,7.7
False,236.3,3,29,190.8,7.2
False,273.8,1,0,119.6,11.7
True,131.1,5,0,160.5,5.6
False,167.4,4,23,258.6,11.2
False,197.7,3,0,250.5,10.5
False,169.5,2,0,230.9,9
False,225.2,0,17,173.4,11.7
False,174.5,4,0,213.7,10.3
True,129.7,5,0,177.5,7.5
False,200,3,0,107.9,11.4
False,95.9,0,36,261.6,13.3
False,152.8,1,25,242.8,9.1
False,188.5,2,0,148.3,15.2
False,170.6,1,0,162.1,6.1
False,191.4,1,0,200.7,8.2
False,75.3,1,0,179.9,12.3
False,149.8,2,0,276.3,10.9
False,115.9,1,0,111.3,7.1
False,128.8,2,0,203.9,14.1
False,131.7,1,0,216.5,11
False,149,4,23,235.8,9.5
False,96.8,2,36,170.6,13.4
False,107.5,2,0,256.4,12.6
True,232.8,0,0,303.4,12.9
False,124.3,0,0,270.7,3.5
False,157.7,1,0,298.6,13.8
False,124.3,0,0,207.1,14.8
True,286.4,1,0,205.7,6.9
False,141.7,0,0,205.6,8.8
False,173,0,25,245.8,4.8
True,268.7,2,0,301,5.8
False,218.5,0,31,134.2,9.4
False,255.3,3,0,194.6,3.7
False,41.9,1,0,211,11.4
False,260.8,1,0,258.1,5.8
False,239.4,0,26,259.4,7.7
False,226.7,0,0,168.4,10.2
True,179.3,1,0,208.9,13.5
False,158,1,0,197,10
False,175.7,1,23,258.9,14.1
False,157.4,3,0,167.8,8.8
True,113.1,1,0,168.8,6.9
False,182.7,1,0,246.5,8.8
True,161.3,0,0,124.4,14.1
True,190.5,2,0,259.7,9.7
False,159.3,1,15,170.6,11.9
False,153.8,1,39,123.3,9.2
False,180.7,2,0,174.6,12
False,202.7,0,0,224.9,12.1
False,205.1,2,0,232.7,9.2
False,235.6,1,28,236.8,7.7
False,189.3,0,0,155.9,7.4
False,166.9,1,42,273.2,11.5
True,245.2,0,0,254.1,7.5
True,132.6,4,0,221.1,12.7
False,182.3,2,0,139.8,11.6
False,192.3,2,14,88.7,10.5
True,122,2,0,220.2,10.8
False,193,2,0,250,9.6
False,158.6,0,0,220,9.1
False,91.5,2,39,219.9,12.7
False,153.6,1,0,205.5,12.5
False,221.6,1,40,157.1,11.5
False,244.7,1,0,168,6.6
False,239.8,0,24,285.9,9.5
False,172.4,0,0,230.5,11
True,242.5,3,0,245.4,10
False,174.5,1,0,259.3,11.3
